Collection;Source;Description-projet;tilte;Linked in item;Publisher;Creator;Contributor;Format;Type;Langage;Description0;Date;Coverage;Coverage2;Subject;Description;Description3;Œuvres citées - références;Lieux cités;Description6;Rights;License
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je ne vous comprends plus…];ARL166;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;N.R.F. (1919-) | Personnel;Cette lettre fait référence à un différent qu'auraient Jean Duvignaud et Arland, Marcel à propos de la N.R.F.;Personnes citées : Gallimard, Robert (1925-1987);;;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je suis passé hier pour vous remettre ce manuscrit];ARL167;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;N.R.F. (1919-) | Edition | Relecture de texte;;;;Tours;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, J'attendais votre retour pour vous écrire];ARL168;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Thèse de Jean Duvignaud | Visite des Arland en Tunisie | Edition | Création littéraire | Chronique littéraire;;Personnes citées : Paz, Octavio (1914-1998) | Astier, Christine;Jean Duvignaud, Sociologie du théâtre - Essai sur les ombres collectives, P.U.F., 1965;Paris (France) | Hammamet (Tunisie);Centre Culturel d'Hammamet  (Tunisie);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, C'est tout à fait navrant et je n'y comprends rien];ARL169;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Thèse de Jean Duvignaud | Chronique sociologique;;Personnes citées : Astier, Christine | Paul Klee (1879-1940);Jean Duvignaud, Sociologie du théâtre - Essai sur les ombres collectives, P.U.F., 1965;Paris (France) | Hammamet (Tunisie) | Sidi Bou Said (Tunisie) | Japon;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, J'espère que vous avez reçu la revue qui est au tirage];ARL170;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Edition;;Personnes citées : Gallimard, Gaston (1881-1975);Arland, Marcel, La prose française : anthologie, histoire et critique d'un art, Stock, 1951;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Il faut me pardonner de troubler le début de vos vacances];ARL171;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Edition;"Notes : La lettre date probablement de 1951 ; Jean Duvignaud fait référence à un texte intitulé 'Les Générations anonymes' pour lequel il avait reçu un acompte de l'éditeur Gallimard. Cet ouvrage n'a jamais été publié. Le manuscrit se trouve actuellement aux Archives Municipales de La Rochelle (France) - Fonds Jean Duvignaud - 10 Z 3 : 'Générations anonymes, non publié, à brûler' : tapuscrit [1950-1960].";Personnes citées : Gallimard, Gaston (1881-1975) | Gallimard, Robert (1925-1987) | Arland, Janine;Jean Duvignaud, Les idoles sacrifiées, Gallimard, 1951;28 rue Saint Léonard - La Rochelle (France) (France);Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Voici le texte de ces 'Générations anonymes' que je soumets à votre jugement];ARL172;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Relecture de texte;Notes : Lettre probablement écrite autour de 1952. Mention des 'Générations anonymes', œuvre jamais publiée de Jean Duvignaud. Le manuscrit se trouve actuellement aux Archives Municipales de La Rochelle (France) - Fonds Jean Duvignaud - 10 Z 3 : 'Générations anonymes, non publié, à brûler' : tapuscrit [1950-1960].;;;Abbeville (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Le conseiller culturel me prie de vous dire];ARL173;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Voyage des Arland en Tunisie | Chronique littéraire;;Personnes citées : Mokaddem, Sadok (1914-1993) | Drieu La Rochelle, Pierre (1993-1945) | Astier, Christine | Arland, Janine;Pierre Drieu La Rochelle, La Comédie de Charleroi, Gallimard, 1934 | Pierre Drieu La Rochelle, Récit secret, Gallimard, 1951;Hammamet (Tunisie) | Kairouan (Tunisie);Ambassade de France à Tunis;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Ultime précision];ARL174;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;;;;3 rue Branly (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, J'apprends maintenant que je ne pourrais obtenir mes comédiens];ARL175;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Pièces de théâtre;Jean Duvignaud exprime ses difficultés à monter une pièce de théâtre.;Personnes citées : Arland, Janine;;Paris (France);Ministère des Affaires Culturelles | Théâtre Interuniversitaire de la Cité (Paris);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Dhomme, Sylvain me parle d'une réunion sur le théâtre, avec vous, ce mardi];ARL176;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Pièces de théâtre;Notes : Probablement datée de 1952;Personnes citées : Dhomme, Sylvain (1918-2013);Sylvain Dhomme (metteur en scène), Les Chaises d'Eugène Ionesco, Théâtre Lancry, 1952;Lille (France) | Abbeville (France) | Cerizy (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, J'ai trouvé seulement ce jour-ci le mot que vous m'adressez à La Rochelle];ARL177;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;;Personnes citées : Malraux, Clara (1897-1982);Jean Duvignaud, Les idoles sacrifiées, Gallimard, 1951;La Rochelle (France) (France) | Royaumont (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je viens vous embêter encore avec cette histoire de note sociologique];ARL178;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Chronique sociologique | Personnel | Création littéraire;;Personnes citées : Malraux, Florence (1933-2018);;Royaumont (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Mercredi soir;ARL179;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Critique dramatique;Jean Duvignaud exprime son mécontentement à la nouvelle de son probable remplacement par Lemarchand, Jacques à la Chronique théâtre de la N.R.F.;Personnes citées : Lemarchand, Jacques (1908-1974);;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Vendredi 5;ARL180;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Chronique littéraire | Edition;Notes : Probablement datée de 1954;Personnes citées : Cabanis, José (1922-2000);José Cabanis, Juliette Bonviolle, Gallimard, 1954;;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Dimanche 01 aout;ARL181;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);19??-08-01;France;1948-1983;Création littéraire | Edition;Notes : Probablement datée de 1957;;Jean Duvignaud, L'Or de la République, Gallimard, 1957;La Rochelle (France) (France);Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je m'aperçois que j'aurais dû vous parler d'une rencontre];ARL182;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire;;;;Royaumont (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Excusez-moi cher Marcel : je n'ai pu vous écrire plus tôt];ARL183;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire | Critique littéraire | Pièces de théâtre;Jean Duvignaud donne à Arland, Marcel ses idées sur un projet d'écriture (article, note critique, essai ?) sur la prose. Dans le même temps il monte la pièce de G. Buchner : Woyzeck avec les lycéens d'Abbeville auxquels il enseigne ordinairement la philosophie. La population d'Abbeville semble réticente à son projet.;Personnes citées : Blanchot, Maurice (1907-2003) | Adamov, Arthur (1908-1970) | Madaule, Jacques (1898-1993);Jean Duvignaud (metteur en scène), Woyzeck de Georg Büchner à Abbeville, 1952;Abbeville (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Voici le texte];ARL184;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire | Critique littéraire;;;;9 rue Saint Romain - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Voulez vous trouver ici un chèque];ARL185;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Personnel | Chronique sociologique;Notes : Probablement datée de 1965;Personnes citées : Béjart, Maurice (1927-2007) | Astier, Christine | Goldmann, Lucien (1913-1970);Pierre Charpentrat, Baroque, Coll, 'Architecture universelle', Editions de l'Office du livre (Fribourg), 1964;Ile de Ré (France) | Paris (France) (France) | Hammamet (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Mercredi 27;ARL186;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Chronique sociologique | Voyage | Thèse de Jean Duvignaud | Création littéraire;;Personnes citées : Robert, Marthe (1914-1996) | Astier, Christine;Ernst Von Salomon, Le Destin de A.D. : un homme dans l'ombre de l'histoire, Gallimard, 1963 | Jean Duvignaud, Sociologie du théâtre - Essai sur les ombres collectives, P.U.F. 1965;Maroc | Algérie | Sidi Bou Said (Tunisie) | Liban | Jordanie | Jérusalem (Jordanie) | Petra (Jordanie) | Pakistan | Népal | Calcutta (Inde) | Siam | Vietnam | Hong Kong | Japon | Tunis (Tunisie) | Paris (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Tunis, le 13;ARL187;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Chronique sociologique;;Personnes citées : Astier, Christine;Maurice Merleau-Ponty, Signes, Gallimard, 1960;108 Boulevard Hamillard - Carthage (Tunisie);N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Merci, cher Marcel, d'avoir pensé à moi pour ce numéro sur Camus;ARL188;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;N.R.F. (1919-) | Critique littéraire;Notes : Probablement datée de 1960;Personnes citées : Camus, Albert (1913-1960);Numéro spécial 'Hommage à Albert Camus', NRF, N°87, Mars 1960 | Le Malentendu, pièce de théâtre d'Albert Camus, 1944;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je suis heureux si cet article a pu vous intéresser];ARL189;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Critique littéraire | Chronique littéraire | Chronique sociologique;Notes : Probablement datée de 1976;Personnes citées : Arland, Janine;Alejo Carpentier, Concert Baroque, Gallimard, 1976 | Chapsal, Madeleine, Grands cris dans la nuit du couple, Gallimard, 1976;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Merci, cher Marcel, pour la peine que vous avez pris en lisant ce livre];ARL190;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Allemagne;1948-1983;Relecture de texte | Création littéraire | Personnel;Notes : Probablement datée de 1959;Personnes citées : Malraux, Clara (1897-1982);;;Cerisy (France) | Ile de Ré (France) | La Rochelle (France) (France);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Voulez-vous me dire votre adresse à L'Ile de Ré ?];ARL191;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;;Personnes citées : Malraux, Clara (1897-1982);;;Ile de Ré (France) | La Rochelle (France) (France) | Israël | Avignon (France);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je vous adresse un communiqué donné par M. Hirsche];ARL192;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Critique littéraire;;Personnes citées : Malraux, Clara (1897-1982) | Bopp, Léon (1996-1977) | Gallimard, Gaston (1881-1975) | Starobinski, Jean (1920-1919);;;Combat (1941-1974) | N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Royaumont, lundi;ARL193;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire;;Personnes citées : Malraux, Clara (1897-1982) | Arland, Janine;;Royaumont (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Jeudi 30;ARL194;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Chronique sociologique | Personnel;Jean Duvignaud évoque le deuil des Atlan, et une proposition de plan d'article sur 'la souffrance' élaborée avec Michel de M'Uzan.;Personnes citées : de M'Uzan, Michel (1921-2018);;9 rue Saint Romain - Paris (France) VIe (France) | Brinville (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Le vendredi 7;ARL195;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Chronique théâtrale | Revues;Jean Duvignaud évoque une querelle entre revues ou écrivains impliquant Gabriel Pomerand, Maurice Saillet et Arland, Marcel.;Personnes citées : Pomerand, Gabriel (1926-1972) |Saillet,  Maurice (1914-1990) | de Montherlant , Henry (1895-1972) | Céline, Louis-Ferdinand (1894-1961);;;Les Lettres Nouvelles (1953-1977) | N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Monsieur, maintenant je viens d'achever de relire l'intérêt général];ARL196;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel | Chronique littéraire;;Personnes citées : Malraux, Clara (1897-1982);;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Pouvez-vous penser à cette lettre disant que Jean Auger écrit sous le nom de Jean Duvignaud depuis 1947 ?];ARL197;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Carrière littéraire;Jean Duvignaud précise qu'il écrit sous ce nom, et non plus sous celui de Jean Auger, depuis 1947.;;;Vichy (France);N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
